"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: aResourcesXitem","Param: bDifficulty","Param: cSample"
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,2.163251,NaN,"ms/op",OR10x100-,0.75,_10
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,13.466778,NaN,"ms/op",OR10x250-,0.25,_1
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,16.213630,NaN,"ms/op",OR10x250-,0.25,_2
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,13.519742,NaN,"ms/op",OR10x250-,0.25,_3
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,19.473633,NaN,"ms/op",OR10x250-,0.25,_4
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,22.212289,NaN,"ms/op",OR10x250-,0.25,_5
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,8.098527,NaN,"ms/op",OR10x250-,0.25,_6
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,5.388246,NaN,"ms/op",OR10x250-,0.25,_7
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,24.513512,NaN,"ms/op",OR10x250-,0.25,_8
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,13.884792,NaN,"ms/op",OR10x250-,0.25,_9
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,16.134273,NaN,"ms/op",OR10x250-,0.25,_10
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,31.224284,NaN,"ms/op",OR10x250-,0.50,_1
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,19.271757,NaN,"ms/op",OR10x250-,0.50,_2
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,31.826718,NaN,"ms/op",OR10x250-,0.50,_3
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,31.134740,NaN,"ms/op",OR10x250-,0.50,_4
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,63.202053,NaN,"ms/op",OR10x250-,0.50,_5
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.eTestGreedyBI","avgt",1,1,35.287036,NaN,"ms/op",OR10x250-,0.50,_6
